random_mating,leakage,fertility
0.74609375,0.05859375,0.169921875
0.74609375,0.05859375,0.289453125
0.92578125,0.21328125,0.094921875
0.49609375,0.21328125,0.094921875
0.92578125,0.20859375,0.094921875
0.92578125,0.21328125,0.214453125
0.92578125,0.20859375,0.214453125
0.49609375,0.21328125,0.214453125
0.49609375,0.20859375,0.094921875
0.49609375,0.20859375,0.214453125
0.42578125,0.51328125,0.24492187499999998
0.99609375,0.51328125,0.24492187499999998
0.42578125,0.50859375,0.24492187499999998
0.42578125,0.51328125,0.064453125
0.42578125,0.50859375,0.064453125
0.99609375,0.51328125,0.064453125
0.99609375,0.50859375,0.24492187499999998
0.99609375,0.50859375,0.064453125
0.30078125,0.28828125,0.207421875
0.87109375,0.28828125,0.207421875
0.30078125,0.58359375,0.207421875
0.30078125,0.28828125,0.10195312499999999
0.30078125,0.58359375,0.10195312499999999
0.87109375,0.28828125,0.10195312499999999
0.87109375,0.58359375,0.207421875
0.87109375,0.58359375,0.10195312499999999
0.80078125,0.58828125,0.057421875
0.37109375,0.58828125,0.057421875
0.80078125,0.28359375,0.057421875
0.80078125,0.58828125,0.251953125
0.80078125,0.28359375,0.251953125
0.37109375,0.58828125,0.251953125
0.37109375,0.28359375,0.057421875
0.37109375,0.28359375,0.251953125
0.55078125,0.13828125,0.282421875
0.62109375,0.13828125,0.282421875
0.55078125,0.13359374999999998,0.282421875
0.55078125,0.13828125,0.176953125
0.55078125,0.13359374999999998,0.176953125
0.62109375,0.13828125,0.176953125
0.62109375,0.13359374999999998,0.282421875
0.62109375,0.13359374999999998,0.176953125
0.05078125,0.43828125,0.132421875
0.12109375,0.43828125,0.132421875
0.05078125,0.43359375,0.132421875
0.05078125,0.43828125,0.026953124999999998
0.05078125,0.43359375,0.026953124999999998
0.12109375,0.43828125,0.026953124999999998
0.12109375,0.43359375,0.132421875
0.12109375,0.43359375,0.026953124999999998
0.03515625,0.27890624999999997,0.052734375
0.41796875,0.27890624999999997,0.052734375
0.03515625,0.23671874999999998,0.052734375
0.03515625,0.27890624999999997,0.059765624999999996
0.03515625,0.23671874999999998,0.059765624999999996
0.41796875,0.27890624999999997,0.059765624999999996
0.41796875,0.23671874999999998,0.052734375
0.41796875,0.23671874999999998,0.059765624999999996
0.53515625,0.57890625,0.202734375
0.91796875,0.57890625,0.202734375
0.53515625,0.53671875,0.202734375
0.53515625,0.57890625,0.20976562499999998
0.53515625,0.53671875,0.20976562499999998
0.91796875,0.57890625,0.20976562499999998
0.91796875,0.53671875,0.202734375
0.91796875,0.53671875,0.20976562499999998
0.78515625,0.12890625,0.12773437499999998
0.16796875,0.12890625,0.12773437499999998
0.78515625,0.38671875,0.12773437499999998
0.78515625,0.12890625,0.28476562499999997
0.78515625,0.38671875,0.28476562499999997
0.16796875,0.12890625,0.28476562499999997
0.16796875,0.38671875,0.12773437499999998
0.16796875,0.38671875,0.28476562499999997
0.28515625,0.42890625,0.277734375
0.66796875,0.42890625,0.277734375
0.28515625,0.08671875,0.277734375
0.28515625,0.42890625,0.134765625
0.28515625,0.08671875,0.134765625
0.66796875,0.42890625,0.134765625
0.66796875,0.08671875,0.277734375
0.66796875,0.08671875,0.134765625
0.41015625,0.053906249999999996,0.165234375
0.54296875,0.053906249999999996,0.165234375
0.41015625,0.01171875,0.165234375
0.41015625,0.053906249999999996,0.022265625
0.41015625,0.01171875,0.022265625
0.54296875,0.053906249999999996,0.022265625
0.54296875,0.01171875,0.165234375
0.54296875,0.01171875,0.022265625
0.91015625,0.35390625,0.015234375
0.04296875,0.35390625,0.015234375
0.91015625,0.31171875,0.015234375
0.91015625,0.35390625,0.172265625
0.91015625,0.31171875,0.172265625
0.04296875,0.35390625,0.172265625
0.04296875,0.31171875,0.015234375
0.04296875,0.31171875,0.172265625
0.66015625,0.20390624999999998,0.240234375
0.79296875,0.20390624999999998,0.240234375
0.66015625,0.46171874999999996,0.240234375
0.66015625,0.20390624999999998,0.247265625
0.66015625,0.46171874999999996,0.247265625
0.79296875,0.20390624999999998,0.247265625
0.79296875,0.46171874999999996,0.240234375
0.79296875,0.46171874999999996,0.247265625
0.16015625,0.50390625,0.09023437499999999
0.29296875,0.50390625,0.09023437499999999
0.16015625,0.16171875,0.09023437499999999
0.16015625,0.50390625,0.097265625
0.16015625,0.16171875,0.097265625
0.29296875,0.50390625,0.097265625
0.29296875,0.16171875,0.09023437499999999
0.29296875,0.16171875,0.097265625
0.22265625,0.09140625,0.258984375
0.10546875,0.09140625,0.258984375
0.22265625,0.57421875,0.258984375
0.22265625,0.09140625,0.116015625
0.22265625,0.57421875,0.116015625
0.10546875,0.09140625,0.116015625
0.10546875,0.57421875,0.258984375
0.10546875,0.57421875,0.116015625
0.72265625,0.39140625,0.108984375
0.60546875,0.39140625,0.108984375
0.72265625,0.27421875,0.108984375
0.72265625,0.39140625,0.266015625
0.72265625,0.27421875,0.266015625
0.60546875,0.39140625,0.266015625
0.60546875,0.27421875,0.108984375
0.60546875,0.27421875,0.266015625
0.97265625,0.24140625,0.183984375
0.35546875,0.24140625,0.183984375
0.97265625,0.12421874999999999,0.183984375
0.97265625,0.24140625,0.191015625
0.97265625,0.12421874999999999,0.191015625
0.35546875,0.24140625,0.191015625
0.35546875,0.12421874999999999,0.183984375
0.35546875,0.12421874999999999,0.191015625
0.47265625,0.54140625,0.033984375
0.85546875,0.54140625,0.033984375
0.47265625,0.42421875,0.033984375
0.47265625,0.54140625,0.041015625
0.47265625,0.42421875,0.041015625
0.85546875,0.54140625,0.041015625
0.85546875,0.42421875,0.033984375
0.85546875,0.42421875,0.041015625
0.34765625,0.16640625,0.146484375
0.98046875,0.16640625,0.146484375
0.34765625,0.34921874999999997,0.146484375
0.34765625,0.16640625,0.07851562499999999
0.34765625,0.34921874999999997,0.07851562499999999
0.98046875,0.16640625,0.07851562499999999
0.98046875,0.34921874999999997,0.146484375
0.98046875,0.34921874999999997,0.07851562499999999
0.84765625,0.46640624999999997,0.29648437499999997
0.48046875,0.46640624999999997,0.29648437499999997
0.84765625,0.04921875,0.29648437499999997
0.84765625,0.46640624999999997,0.228515625
0.84765625,0.04921875,0.228515625
0.48046875,0.46640624999999997,0.228515625
0.48046875,0.04921875,0.29648437499999997
0.48046875,0.04921875,0.228515625
0.59765625,0.01640625,0.071484375
0.73046875,0.01640625,0.071484375
0.59765625,0.19921875,0.071484375
0.59765625,0.01640625,0.153515625
0.59765625,0.19921875,0.153515625
0.73046875,0.01640625,0.153515625
0.73046875,0.19921875,0.071484375
0.73046875,0.19921875,0.153515625
0.09765625,0.31640625,0.22148437499999998
0.23046875,0.31640625,0.22148437499999998
0.09765625,0.49921875,0.22148437499999998
0.09765625,0.31640625,0.0035156249999999997
0.09765625,0.49921875,0.0035156249999999997
0.23046875,0.31640625,0.0035156249999999997
0.23046875,0.49921875,0.22148437499999998
0.23046875,0.49921875,0.0035156249999999997
0.06640625,0.03515625,0.099609375
0.76171875,0.03515625,0.099609375
0.06640625,0.10546875,0.099609375
0.06640625,0.03515625,0.237890625
0.06640625,0.10546875,0.237890625
0.76171875,0.03515625,0.237890625
0.76171875,0.10546875,0.099609375
0.76171875,0.10546875,0.237890625
0.56640625,0.33515625,0.249609375
0.26171875,0.33515625,0.249609375
0.56640625,0.40546875,0.249609375
0.56640625,0.33515625,0.087890625
0.56640625,0.40546875,0.087890625
0.26171875,0.33515625,0.087890625
0.26171875,0.40546875,0.249609375
0.26171875,0.40546875,0.087890625
0.81640625,0.18515625,0.024609375
0.51171875,0.18515625,0.024609375
0.81640625,0.55546875,0.024609375
0.81640625,0.18515625,0.012890625
0.81640625,0.55546875,0.012890625
0.51171875,0.18515625,0.012890625
0.51171875,0.55546875,0.024609375
0.51171875,0.55546875,0.012890625
0.31640625,0.48515624999999996,0.17460937499999998
0.01171875,0.48515624999999996,0.17460937499999998
0.31640625,0.25546874999999997,0.17460937499999998
0.31640625,0.48515624999999996,0.16289062499999998
0.31640625,0.25546874999999997,0.16289062499999998
0.01171875,0.48515624999999996,0.16289062499999998
0.01171875,0.25546874999999997,0.17460937499999998
0.01171875,0.25546874999999997,0.16289062499999998
0.44140625,0.26015625,0.287109375
0.13671875,0.26015625,0.287109375
0.44140625,0.18046874999999998,0.287109375
0.44140625,0.26015625,0.275390625
0.44140625,0.18046874999999998,0.275390625
0.13671875,0.26015625,0.275390625
0.13671875,0.18046874999999998,0.287109375
0.13671875,0.18046874999999998,0.275390625
0.94140625,0.56015625,0.137109375
0.63671875,0.56015625,0.137109375
0.94140625,0.48046875,0.137109375
0.94140625,0.56015625,0.125390625
0.94140625,0.48046875,0.125390625
0.63671875,0.56015625,0.125390625
0.63671875,0.48046875,0.137109375
0.63671875,0.48046875,0.125390625
0.69140625,0.11015625,0.212109375
0.38671875,0.11015625,0.212109375
0.69140625,0.33046875,0.212109375
0.69140625,0.11015625,0.050390625
0.69140625,0.33046875,0.050390625
0.38671875,0.11015625,0.050390625
0.38671875,0.33046875,0.212109375
0.38671875,0.33046875,0.050390625
0.19140625,0.41015625,0.062109374999999994
0.88671875,0.41015625,0.062109374999999994
0.19140625,0.03046875,0.062109374999999994
0.19140625,0.41015625,0.200390625
0.19140625,0.03046875,0.200390625
0.88671875,0.41015625,0.200390625
0.88671875,0.03046875,0.062109374999999994
0.88671875,0.03046875,0.200390625
0.12890625,0.22265625,0.193359375
0.69921875,0.22265625,0.193359375
0.12890625,0.44296874999999997,0.193359375
0.12890625,0.22265625,0.181640625
0.12890625,0.44296874999999997,0.181640625
0.69921875,0.22265625,0.181640625
0.69921875,0.44296874999999997,0.193359375
0.69921875,0.44296874999999997,0.181640625
0.62890625,0.5226562499999999,0.043359375
0.19921875,0.5226562499999999,0.043359375
0.62890625,0.14296875,0.043359375
0.62890625,0.5226562499999999,0.031640625
0.62890625,0.14296875,0.031640625
0.19921875,0.5226562499999999,0.031640625
0.19921875,0.14296875,0.043359375
0.19921875,0.14296875,0.031640625
0.87890625,0.07265624999999999,0.268359375
0.94921875,0.07265624999999999,0.268359375
0.87890625,0.29296875,0.268359375
0.87890625,0.07265624999999999,0.106640625
0.87890625,0.29296875,0.106640625
0.94921875,0.07265624999999999,0.106640625
0.94921875,0.29296875,0.268359375
0.94921875,0.29296875,0.106640625
0.37890625,0.37265624999999997,0.11835937499999999
0.44921875,0.37265624999999997,0.11835937499999999
0.37890625,0.5929687499999999,0.11835937499999999
0.37890625,0.37265624999999997,0.256640625
0.37890625,0.5929687499999999,0.256640625
0.44921875,0.37265624999999997,0.256640625
0.44921875,0.5929687499999999,0.11835937499999999
0.44921875,0.5929687499999999,0.256640625
0.25390625,0.14765625,0.005859375
0.32421875,0.14765625,0.005859375
0.25390625,0.51796875,0.005859375
0.25390625,0.14765625,0.219140625
0.25390625,0.51796875,0.219140625
0.32421875,0.14765625,0.219140625
0.32421875,0.51796875,0.005859375
0.32421875,0.51796875,0.219140625
0.75390625,0.44765625,0.155859375
0.82421875,0.44765625,0.155859375
0.75390625,0.21796875,0.155859375
0.75390625,0.44765625,0.069140625
0.75390625,0.21796875,0.069140625
0.82421875,0.44765625,0.069140625
0.82421875,0.21796875,0.155859375
0.82421875,0.21796875,0.069140625
0.50390625,0.29765625,0.080859375
0.07421875,0.29765625,0.080859375
0.50390625,0.06796875,0.080859375
0.50390625,0.29765625,0.144140625
0.50390625,0.06796875,0.144140625
0.07421875,0.29765625,0.144140625
0.07421875,0.06796875,0.080859375
0.07421875,0.06796875,0.144140625
0.00390625,0.59765625,0.23085937499999998
0.57421875,0.59765625,0.23085937499999998
0.00390625,0.36796875,0.23085937499999998
0.00390625,0.59765625,0.294140625
0.00390625,0.36796875,0.294140625
0.57421875,0.59765625,0.294140625
0.57421875,0.36796875,0.23085937499999998
0.57421875,0.36796875,0.294140625
